tiering,motility,feeding,protein,reproduction,mineralogy,physiology,geoplates,species,PTr_size,PTr_extProb,TrJ_size,TrJ_extProb,KPg_size,KPg_extProb,total_size
shallow infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,8.0,4.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,1.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,13.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,1.0,1.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,9.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,2.0,3.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,2.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,3.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,7.0,6.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,9.0,18.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,11.0,27.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"slow, motile",surface deposit,hemocyanin,intermediate,aragonite,moderate carbonate load,1.0,3.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,6.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,3.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,4.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,5.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,12.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,11.0,11.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,6.0,13.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,4.0,7.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,4.0,15.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,5.0,1.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,5.0,7.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,5.0,19.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,8.0,10.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,6.0,6.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,6.0,9.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,6.0,11.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,6.0,16.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"fast, motile",surface deposit,hemocyanin,non-broadcaster,chitin,moderate carbonate load,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,7.0,5.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,7.0,12.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,7.0,17.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,7.0,24.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,8.0,4.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,7.0,1.0,0.0,0.0,,0.0,,1.0
deep infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
deep infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,1.0,0.0,0.0,,1.0
deep infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,3.0,16.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,3.0,13.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,3.0,7.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,5.0,14.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",grazer,hemocyanin,intermediate,bimineralic,moderate carbonate load,3.0,10.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,6.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,9.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,10.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,17.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,phosphatic,little or no carbonate load,5.0,10.0,1.0,0.0,0.0,,0.0,,1.0
deep infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,4.0,4.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,4.0,9.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,2.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,3.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,7.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,9.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,6.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,9.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,14.0,21.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,9.0,12.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,9.0,10.0,1.0,0.0,0.0,,0.0,,1.0
deep infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,4.0,0.0,,1.0,0.0,0.0,,1.0
deep infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
deep infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,12.0,14.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,24.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,5.0,6.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,11.0,8.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,14.0,9.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,3.0,30.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,7.0,8.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"facultative, attached",suspension,other,intermediate,high Mg calcite,little or no carbonate load,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"facultative, attached",suspension,other,intermediate,high Mg calcite,little or no carbonate load,1.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, attached",suspension,other,intermediate,high Mg calcite,little or no carbonate load,2.0,1.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"facultative, unattached",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"facultative, unattached",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, unattached",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, unattached",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,4.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,1.0,2.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,1.0,6.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,5.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,17.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,8.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,12.0,8.0,0.0,,0.0,,1.0,0.0,1.0
deep infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,11.0,19.0,0.0,,0.0,,1.0,0.0,1.0
deep infaunal,"facultative, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,5.0,0.0,,0.0,,1.0,1.0,1.0
deep infaunal,"facultative, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,3.0,0.0,,1.0,0.0,0.0,,1.0
deep infaunal,"facultative, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,4.0,0.0,,0.0,,1.0,0.0,1.0
deep infaunal,"facultative, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,5.0,2.0,0.0,,0.0,,1.0,0.0,1.0
deep infaunal,"facultative, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,7.0,8.0,0.0,,0.0,,1.0,0.0,1.0
deep infaunal,"fast, motile",suspension,hemocyanin,non-broadcaster,chitin,moderate carbonate load,1.0,3.0,0.0,,0.0,,1.0,0.0,1.0
deep infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,2.0,0.0,,1.0,0.0,0.0,,1.0
deep infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
deep infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,3.0,0.0,,0.0,,1.0,1.0,1.0
deep infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,3.0,0.0,,0.0,,1.0,0.0,1.0
deep infaunal,"slow, motile",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,1.0,0.0,,1.0,0.0,0.0,,1.0
deep infaunal,"slow, motile",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,2.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, attached",surface deposit,other,intermediate,high Mg calcite,little or no carbonate load,1.0,3.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"facultative, attached",surface deposit,other,intermediate,high Mg calcite,little or no carbonate load,1.0,4.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"facultative, attached",surface deposit,other,intermediate,high Mg calcite,little or no carbonate load,1.0,5.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"facultative, attached",surface deposit,other,intermediate,high Mg calcite,little or no carbonate load,2.0,11.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,7.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,1.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"fast, motile",surface deposit,hemocyanin,non-broadcaster,chitin,moderate carbonate load,2.0,6.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,intermediate,aragonite,moderate carbonate load,3.0,5.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,10.0,4.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemoglobin,intermediate,soft-bodied,little or no carbonate load,5.0,12.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,heavy carbonate load,6.0,29.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,phosphatic,little or no carbonate load,4.0,3.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,silica,heavy carbonate load,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, unattached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,9.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, unattached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,5.0,4.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, unattached",suspension,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,1.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,5.0,10.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,7.0,6.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemoglobin,intermediate,soft-bodied,little or no carbonate load,3.0,9.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,intermediate,aragonite,moderate carbonate load,3.0,2.0,1.0,0.0,0.0,,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,6.0,1.0,0.0,0.0,,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,4.0,1.0,1.0,0.0,,0.0,,1.0
semi-infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,9.0,1.0,0.0,0.0,,0.0,,1.0
semi-infaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,little or no carbonate load,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0
semi-infaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,2.0,1.0,1.0,1.0,0.0,,0.0,,1.0
semi-infaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,6.0,9.0,1.0,0.0,0.0,,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,4.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,5.0,4.0,1.0,1.0,0.0,,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,6.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,heavy carbonate load,4.0,6.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, unattached",suspension,hemocyanin,intermediate,bimineralic,moderate carbonate load,2.0,1.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,heavy carbonate load,3.0,5.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,3.0,5.0,1.0,0.0,0.0,,0.0,,1.0
erect,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,4.0,5.0,1.0,1.0,0.0,,0.0,,1.0
erect,"stationary, attached",suspension,other,broadcaster,high Mg calcite,heavy carbonate load,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,4.0,1.0,1.0,0.0,,0.0,,1.0
erect,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,1.0,3.0,1.0,1.0,0.0,,0.0,,1.0
erect,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,1.0,1.0,1.0,0.0,,0.0,,1.0
erect,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,3.0,1.0,1.0,0.0,,0.0,,1.0
erect,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,4.0,1.0,1.0,0.0,,0.0,,1.0
erect,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,5.0,1.0,0.0,0.0,,0.0,,1.0
erect,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,3.0,7.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, unattached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,14.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,heavy carbonate load,2.0,7.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,1.0,3.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,heavy carbonate load,2.0,2.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,1.0,2.0,1.0,0.0,0.0,,0.0,,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,6.0,9.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,heavy carbonate load,2.0,1.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,heavy carbonate load,2.0,2.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,4.0,4.0,1.0,1.0,0.0,,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,4.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemerythrin,broadcaster,phosphatic,little or no carbonate load,4.0,6.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,2.0,5.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,4.0,12.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,6.0,55.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,3.0,2.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,3.0,3.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,3.0,6.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,4.0,2.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,4.0,6.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,5.0,8.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",predator,hemocyanin,intermediate,bimineralic,moderate carbonate load,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",predator,hemocyanin,intermediate,bimineralic,moderate carbonate load,2.0,3.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,1.0,7.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,intermediate,bimineralic,moderate carbonate load,2.0,3.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,4.0,1.0,1.0,0.0,,0.0,,1.0
deep infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,1.0,1.0,1.0,0.0,,0.0,,1.0
