tiering,motility,feeding,protein,reproduction,mineralogy,physiology,geoplates,species,PTr_size,PTr_extProb,TrJ_size,TrJ_extProb,KPg_size,KPg_extProb,total_size
erect,"stationary, attached",suspension,hemocyanin,broadcaster,silica,little or no carbonate load,2.0,7.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,silica,little or no carbonate load,2.0,9.0,0.0,,0.0,,1.0,0.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,silica,little or no carbonate load,3.0,5.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,silica,little or no carbonate load,3.0,8.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,12.0,25.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,12.0,19.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,10.0,20.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,10.0,10.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,7.0,4.0,0.0,,0.0,,1.0,0.0,1.0
erect,"stationary, attached",symbionts,hemocyanin,broadcaster,aragonite,heavy carbonate load,9.0,11.0,0.0,,0.0,,1.0,0.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,4.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,5.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,8.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,11.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,5.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,5.0,7.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,6.0,3.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,6.0,6.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,6.0,10.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,7.0,6.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,7.0,11.0,0.0,,0.0,,1.0,1.0,1.0
erect,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,6.0,2.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"slow, motile",predator,other,intermediate,high Mg calcite,heavy carbonate load,2.0,2.0,0.0,,1.0,1.0,0.0,,1.0
erect,"stationary, attached",symbionts,hemocyanin,broadcaster,aragonite,heavy carbonate load,9.0,16.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,9.0,6.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,5.0,7.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,5.0,9.0,0.0,,1.0,1.0,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,5.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,6.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,10.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,7.0,4.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,7.0,6.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,7.0,7.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,7.0,21.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,9.0,9.0,0.0,,0.0,,1.0,0.0,1.0
erect,"stationary, attached",symbionts,hemocyanin,broadcaster,aragonite,heavy carbonate load,10.0,7.0,0.0,,1.0,1.0,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,9.0,17.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,9.0,22.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,10.0,8.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,13.0,13.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,14.0,16.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,15.0,13.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,17.0,16.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,18.0,30.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,20.0,28.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,5.0,6.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,5.0,5.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,8.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,7.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0
shallow infaunal,"facultative, unattached",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,6.0,12.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,3.0,6.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",surface deposit,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,5.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",surface deposit,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",surface deposit,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,5.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",surface deposit,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,5.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",surface deposit,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,4.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",surface deposit,hemocyanin,broadcaster,aragonite,moderate carbonate load,9.0,11.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemerythrin,broadcaster,phosphatic,little or no carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemerythrin,broadcaster,phosphatic,little or no carbonate load,2.0,3.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,4.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,9.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,3.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,6.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"fast, motile",miner,hemocyanin,non-broadcaster,chitin,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"fast, motile",miner,hemocyanin,non-broadcaster,chitin,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,7.0,9.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,1.0,3.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,1.0,4.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,4.0,7.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,5.0,3.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,5.0,8.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,6.0,5.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,6.0,6.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,moderate carbonate load,6.0,14.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,10.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,7.0,7.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"stationary, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,9.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,6.0,2.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"fast, motile",miner,hemocyanin,non-broadcaster,chitin,moderate carbonate load,5.0,6.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,5.0,7.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,1.0,2.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,3.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,3.0,7.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,4.0,3.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,4.0,5.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,4.0,11.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,5.0,5.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,5.0,6.0,0.0,,1.0,0.0,0.0,,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,6.0,7.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,8.0,4.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,9.0,21.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,13.0,28.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",predator,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",predator,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,15.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"slow, motile",predator,hemocyanin,broadcaster,aragonite,moderate carbonate load,9.0,8.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,1.0,1.0,0.0,,1.0
shallow infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,3.0,0.0,,1.0,1.0,0.0,,1.0
shallow infaunal,"slow, motile",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,4.0,8.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, attached",symbionts,hemocyanin,intermediate,aragonite,moderate carbonate load,4.0,4.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,12.0,21.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,12.0,15.0,0.0,,0.0,,1.0,0.0,1.0
pelagic,"fast, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,6.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,34.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"slow, motile",predator,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"facultative, attached",surface deposit,other,intermediate,high Mg calcite,little or no carbonate load,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"facultative, attached",surface deposit,other,intermediate,high Mg calcite,little or no carbonate load,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"facultative, attached",surface deposit,other,intermediate,high Mg calcite,little or no carbonate load,1.0,7.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"facultative, attached",surface deposit,other,intermediate,high Mg calcite,little or no carbonate load,2.0,5.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,2.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,2.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,5.0,3.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,4.0,4.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,5.0,5.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,5.0,6.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"facultative, unattached",miner,other,intermediate,high Mg calcite,moderate carbonate load,7.0,16.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,13.0,25.0,0.0,,0.0,,1.0,0.0,1.0
pelagic,"fast, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemoglobin,intermediate,soft-bodied,little or no carbonate load,8.0,1.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"facultative, unattached",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemoglobin,intermediate,soft-bodied,little or no carbonate load,5.0,5.0,0.0,,1.0,1.0,0.0,,1.0
pelagic,"facultative, attached",suspension,other,broadcaster,high Mg calcite,heavy carbonate load,1.0,5.0,0.0,,1.0,1.0,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,11.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,14.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,15.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,20.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,22.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,23.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,26.0,0.0,,0.0,,1.0,0.0,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,36.0,0.0,,0.0,,1.0,1.0,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,1.0,0.0,,1.0,1.0,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,2.0,0.0,,1.0,0.0,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,12.0,0.0,,1.0,1.0,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,5.0,2.0,0.0,,1.0,1.0,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,6.0,7.0,0.0,,1.0,1.0,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,8.0,2.0,0.0,,1.0,0.0,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,10.0,9.0,0.0,,1.0,0.0,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
pelagic,"fast, motile",predator,hemoglobin,intermediate,soft-bodied,little or no carbonate load,2.0,2.0,0.0,,1.0,1.0,0.0,,1.0
pelagic,"fast, motile",predator,hemoglobin,intermediate,soft-bodied,little or no carbonate load,4.0,3.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"facultative, unattached",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,2.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"facultative, unattached",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,14.0,37.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,8.0,8.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,7.0,9.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,2.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,6.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,3.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,5.0,10.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,6.0,2.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,6.0,13.0,0.0,,1.0,0.0,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,7.0,2.0,0.0,,0.0,,1.0,1.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,13.0,11.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,15.0,21.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"stationary, attached",suspension,other,broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
semi-infaunal,"stationary, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"stationary, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,2.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"stationary, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"stationary, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,3.0,0.0,,1.0,1.0,0.0,,1.0
semi-infaunal,"stationary, unattached",symbionts,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,4.0,0.0,,1.0,1.0,0.0,,1.0
shallow infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
shallow infaunal,"facultative, attached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,7.0,0.0,,1.0,1.0,0.0,,1.0
